"","age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"9821",29,8,"Masters","Never-married",11,"Not-in-family","White","Male",0,0,40,"<=50K"
"9822",34,2,"Some-college","Never-married",4,"Other-relative","White","Male",0,0,40,"<=50K"
"9823",38,NA,"Some-college","Married-civ-spouse",NA,"Husband","White","Male",0,0,15,"<=50K"
"9824",54,5,"Some-college","Divorced",4,"Unmarried","White","Female",0,0,48,"<=50K"
"9825",40,5,"HS-grad","Widowed",8,"Unmarried","Black","Female",0,0,37,"<=50K"
"9826",19,5,"Some-college","Never-married",13,"Other-relative","White","Female",0,0,25,"<=50K"
"9827",33,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,52,"<=50K"
"9828",80,5,"7th-8th","Widowed",9,"Not-in-family","White","Female",0,0,24,"<=50K"
"9829",24,7,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,50,"<=50K"
"9830",28,5,"Bachelors","Never-married",11,"Own-child","White","Male",0,0,40,"<=50K"
"9831",55,5,"HS-grad","Married-civ-spouse",5,"Wife","White","Female",0,0,30,">50K"
"9832",21,5,"Some-college","Never-married",5,"Own-child","White","Male",0,0,40,"<=50K"
"9833",51,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,38,"<=50K"
"9834",19,5,"HS-grad","Never-married",8,"Own-child","Black","Female",0,0,40,"<=50K"
"9835",42,5,"HS-grad","Never-married",9,"Not-in-family","White","Female",0,0,24,"<=50K"
"9836",60,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,48,"<=50K"
"9837",20,NA,"Some-college","Never-married",NA,"Own-child","Black","Female",0,0,40,"<=50K"
"9838",51,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9839",21,5,"Some-college","Never-married",9,"Own-child","White","Female",0,0,40,"<=50K"
"9840",37,8,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9841",26,5,"HS-grad","Never-married",8,"Not-in-family","White","Male",0,0,52,"<=50K"
"9842",40,5,"Some-college","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"9843",55,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9844",33,5,"HS-grad","Never-married",9,"Not-in-family","Black","Male",0,0,32,"<=50K"
"9845",47,5,"10th","Divorced",13,"Unmarried","White","Female",0,0,30,"<=50K"
"9846",26,5,"12th","Never-married",13,"Other-relative","Black","Male",0,0,51,"<=50K"
"9847",59,5,"HS-grad","Married-spouse-absent",2,"Unmarried","White","Female",0,0,20,"<=50K"
"9848",70,3,"Some-college","Widowed",2,"Not-in-family","White","Female",0,0,17,"<=50K"
"9849",26,5,"Some-college","Never-married",2,"Not-in-family","White","Female",0,0,20,"<=50K"
"9850",47,5,"10th","Married-civ-spouse",13,"Husband","White","Male",0,0,65,"<=50K"
"9851",25,5,"Masters","Never-married",5,"Not-in-family","White","Female",0,0,43,"<=50K"
"9852",46,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9853",67,5,"10th","Married-civ-spouse",15,"Husband","Amer-Indian-Eskimo","Male",0,0,20,"<=50K"
"9854",34,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"9855",22,5,"Bachelors","Never-married",2,"Not-in-family","White","Female",0,0,35,"<=50K"
"9856",39,3,"HS-grad","Divorced",2,"Own-child","White","Male",0,0,42,"<=50K"
"9857",54,7,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,35,"<=50K"
"9858",24,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"9859",37,5,"HS-grad","Separated",11,"Unmarried","White","Female",0,0,38,"<=50K"
"9860",41,3,"Masters","Never-married",11,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9861",36,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,33,"<=50K"
"9862",39,5,"Bachelors","Divorced",11,"Not-in-family","White","Male",0,0,40,"<=50K"
"9863",26,5,"Bachelors","Never-married",13,"Own-child","White","Male",0,0,45,"<=50K"
"9864",37,7,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,55,">50K"
"9865",43,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"9866",54,2,"HS-grad","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9867",53,6,"5th-6th","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"9868",57,3,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,60,"<=50K"
"9869",28,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9870",29,5,"Bachelors","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"9871",21,5,"HS-grad","Never-married",13,"Own-child","White","Male",0,0,40,"<=50K"
"9872",51,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9873",46,8,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"9874",50,6,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,75,">50K"
"9875",50,7,"HS-grad","Widowed",5,"Unmarried","Asian-Pac-Islander","Female",0,0,48,"<=50K"
"9876",36,5,"HS-grad","Divorced",5,"Unmarried","White","Female",0,0,40,"<=50K"
"9877",31,3,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,"<=50K"
"9878",20,5,"HS-grad","Never-married",2,"Own-child","White","Female",0,0,10,"<=50K"
"9879",36,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"9880",38,5,"HS-grad","Divorced",4,"Own-child","White","Male",0,0,40,"<=50K"
"9881",37,5,"Bachelors","Married-civ-spouse",4,"Husband","White","Male",0,0,45,">50K"
"9882",18,5,"10th","Never-married",6,"Own-child","White","Male",0,0,36,"<=50K"
"9883",33,5,"HS-grad","Divorced",13,"Not-in-family","White","Male",0,0,50,"<=50K"
"9884",23,5,"Some-college","Never-married",7,"Own-child","Amer-Indian-Eskimo","Male",0,0,40,"<=50K"
"9885",37,5,"Bachelors","Separated",9,"Unmarried","Asian-Pac-Islander","Female",0,0,36,"<=50K"
"9886",25,5,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,30,"<=50K"
"9887",51,2,"Assoc-acdm","Married-civ-spouse",14,"Husband","Black","Male",0,0,40,"<=50K"
"9888",35,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9889",54,5,"11th","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"9890",66,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,30,"<=50K"
"9891",32,5,"HS-grad","Never-married",9,"Unmarried","Black","Female",0,0,13,"<=50K"
"9892",37,7,"Bachelors","Never-married",12,"Not-in-family","White","Male",0,0,55,">50K"
"9893",29,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"9894",45,5,"Bachelors","Married-civ-spouse",7,"Husband","White","Male",0,0,37,"<=50K"
"9895",61,6,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"9896",40,5,"Some-college","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"9897",24,5,"HS-grad","Never-married",15,"Not-in-family","White","Female",0,0,49,"<=50K"
"9898",49,5,"7th-8th","Married-civ-spouse",8,"Husband","Other","Male",0,0,38,"<=50K"
"9899",34,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"9900",28,NA,"HS-grad","Separated",NA,"Unmarried","White","Female",0,0,40,"<=50K"
"9901",20,5,"Some-college","Never-married",13,"Own-child","White","Male",0,0,40,"<=50K"
"9902",30,5,"Some-college","Divorced",2,"Unmarried","Black","Female",0,0,37,"<=50K"
"9903",26,5,"Some-college","Never-married",13,"Not-in-family","White","Male",0,0,40,"<=50K"
"9904",63,5,"10th","Married-civ-spouse",2,"Husband","White","Male",0,0,45,"<=50K"
"9905",36,5,"Assoc-acdm","Never-married",15,"Not-in-family","White","Male",0,0,55,"<=50K"
"9906",63,7,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9907",22,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,10,"<=50K"
"9908",40,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"9909",31,5,"7th-8th","Widowed",2,"Not-in-family","White","Female",0,0,35,"<=50K"
"9910",49,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"9911",23,8,"Bachelors","Never-married",11,"Own-child","White","Female",0,0,20,"<=50K"
"9912",34,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"9913",28,5,"Bachelors","Married-civ-spouse",4,"Husband","White","Male",0,0,45,">50K"
"9914",33,5,"HS-grad","Separated",15,"Not-in-family","White","Male",0,0,40,"<=50K"
"9915",17,NA,"11th","Never-married",NA,"Own-child","White","Female",0,0,8,"<=50K"
"9916",61,5,"9th","Never-married",8,"Unmarried","Black","Female",0,0,40,"<=50K"
"9917",53,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9918",26,3,"Assoc-acdm","Married-civ-spouse",12,"Husband","White","Male",0,0,45,">50K"
"9919",48,5,"Some-college","Widowed",13,"Unmarried","White","Male",0,0,50,">50K"
"9920",28,8,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"9921",30,NA,"Bachelors","Never-married",NA,"Not-in-family","Asian-Pac-Islander","Female",0,0,50,"<=50K"
"9922",29,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,45,"<=50K"
"9923",25,5,"Some-college","Divorced",14,"Own-child","White","Female",0,0,40,"<=50K"
"9924",37,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"9925",43,3,"Bachelors","Divorced",11,"Unmarried","White","Female",0,0,55,"<=50K"
"9926",40,3,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"9927",34,5,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,45,">50K"
"9928",31,3,"Assoc-acdm","Never-married",14,"Not-in-family","White","Male",0,0,20,"<=50K"
"9929",21,NA,"Some-college","Never-married",NA,"Own-child","White","Female",0,0,40,"<=50K"
"9930",32,7,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,40,"<=50K"
"9931",26,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,50,">50K"
"9932",44,5,"Some-college","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"9933",49,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,52,">50K"
"9934",26,5,"HS-grad","Never-married",2,"Unmarried","Black","Female",0,0,30,"<=50K"
"9935",40,7,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,60,"<=50K"
"9936",19,7,"11th","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9937",58,5,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,40,"<=50K"
"9938",61,5,"Assoc-voc","Married-civ-spouse",14,"Husband","White","Male",0,0,40,">50K"
"9939",28,7,"Some-college","Married-civ-spouse",13,"Own-child","Asian-Pac-Islander","Male",0,0,63,"<=50K"
"9940",26,5,"Bachelors","Never-married",6,"Own-child","White","Male",0,0,40,"<=50K"
"9941",64,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,25,"<=50K"
"9942",42,6,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,60,">50K"
"9943",41,5,"Some-college","Married-civ-spouse",14,"Husband","White","Male",0,0,40,">50K"
"9944",45,5,"HS-grad","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"9945",39,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,50,">50K"
"9946",41,3,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"9947",51,5,"11th","Separated",9,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9948",34,5,"Assoc-voc","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"9949",35,7,"Some-college","Married-civ-spouse",4,"Husband","Amer-Indian-Eskimo","Male",0,0,60,"<=50K"
"9950",41,5,"11th","Divorced",10,"Unmarried","White","Female",0,0,25,"<=50K"
"9951",39,5,"Masters","Never-married",4,"Not-in-family","White","Female",0,0,50,"<=50K"
"9952",41,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,55,"<=50K"
"9953",33,6,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"9954",22,5,"HS-grad","Never-married",9,"Other-relative","White","Male",0,0,40,"<=50K"
"9955",25,5,"Some-college","Divorced",8,"Own-child","White","Female",0,0,40,"<=50K"
"9956",77,7,"7th-8th","Married-spouse-absent",2,"Not-in-family","White","Male",0,0,20,">50K"
"9957",33,NA,"Assoc-voc","Never-married",NA,"Own-child","White","Female",0,0,40,"<=50K"
"9958",66,5,"HS-grad","Widowed",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"9959",19,5,"Some-college","Never-married",13,"Own-child","White","Male",0,0,35,"<=50K"
"9960",44,5,"HS-grad","Never-married",9,"Unmarried","Black","Female",0,0,38,"<=50K"
"9961",28,5,"Some-college","Never-married",13,"Not-in-family","White","Male",0,0,50,"<=50K"
"9962",33,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,50,"<=50K"
"9963",44,5,"HS-grad","Married-spouse-absent",9,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9964",62,5,"7th-8th","Widowed",8,"Not-in-family","White","Female",0,0,40,"<=50K"
"9965",40,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,50,">50K"
"9966",41,5,"HS-grad","Never-married",9,"Not-in-family","White","Male",0,0,6,"<=50K"
"9967",23,3,"Some-college","Never-married",9,"Not-in-family","Black","Male",0,0,30,"<=50K"
"9968",48,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9969",38,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,45,"<=50K"
"9970",37,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"9971",45,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,55,">50K"
"9972",29,5,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,40,"<=50K"
"9973",66,3,"HS-grad","Widowed",2,"Unmarried","White","Female",0,0,25,"<=50K"
"9974",19,5,"HS-grad","Never-married",9,"Not-in-family","White","Female",0,0,50,"<=50K"
"9975",23,5,"9th","Never-married",7,"Other-relative","White","Male",0,0,39,"<=50K"
"9976",34,5,"Bachelors","Married-civ-spouse",14,"Husband","White","Male",0,0,40,">50K"
"9977",39,5,"Masters","Never-married",5,"Not-in-family","White","Female",0,0,45,"<=50K"
"9978",33,7,"HS-grad","Never-married",15,"Not-in-family","White","Male",0,0,60,"<=50K"
"9979",43,5,"Some-college","Separated",13,"Unmarried","White","Female",0,0,10,"<=50K"
"9980",27,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,99,"<=50K"
"9981",33,8,"Some-college","Separated",2,"Own-child","Black","Male",0,0,35,"<=50K"
"9982",26,5,"5th-6th","Married-civ-spouse",6,"Husband","White","Male",0,0,30,"<=50K"
"9983",46,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,36,"<=50K"
"9984",38,5,"Assoc-acdm","Divorced",4,"Unmarried","White","Female",0,0,40,"<=50K"
"9985",90,5,"11th","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9986",72,6,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,25,">50K"
"9987",20,5,"HS-grad","Never-married",2,"Unmarried","Asian-Pac-Islander","Female",0,0,15,"<=50K"
"9988",29,5,"HS-grad","Married-civ-spouse",4,"Husband","Amer-Indian-Eskimo","Male",0,0,48,"<=50K"
"9989",49,5,"11th","Married-civ-spouse",15,"Husband","White","Male",0,0,75,"<=50K"
"9990",23,5,"HS-grad","Never-married",9,"Unmarried","White","Female",0,0,35,"<=50K"
"9991",20,5,"Some-college","Married-spouse-absent",13,"Own-child","Black","Female",0,0,18,"<=50K"
"9992",46,5,"Assoc-acdm","Divorced",11,"Unmarried","White","Female",0,0,40,"<=50K"
"9993",33,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9994",24,5,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,55,"<=50K"
"9995",49,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"9996",54,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,65,"<=50K"
"9997",31,7,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"9998",18,NA,"Some-college","Never-married",NA,"Own-child","White","Female",0,0,6,"<=50K"
"9999",19,5,"HS-grad","Never-married",8,"Own-child","White","Male",0,0,40,"<=50K"
"10000",46,5,"Assoc-acdm","Never-married",2,"Not-in-family","White","Male",0,0,40,"<=50K"
"10001",43,5,"Bachelors","Divorced",11,"Not-in-family","White","Male",0,0,40,"<=50K"
"10002",58,5,"HS-grad","Widowed",4,"Unmarried","White","Male",0,0,40,"<=50K"
"10003",43,7,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,45,"<=50K"
"10004",37,NA,"Some-college","Separated",NA,"Unmarried","White","Male",0,0,40,"<=50K"
"10005",21,2,"12th","Never-married",2,"Own-child","Black","Male",0,0,25,"<=50K"
"10006",52,8,"Masters","Never-married",2,"Not-in-family","White","Male",0,0,70,">50K"
"10007",34,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,32,">50K"
"10008",28,5,"Assoc-voc","Never-married",7,"Own-child","White","Female",0,0,40,"<=50K"
"10009",34,5,"HS-grad","Divorced",15,"Not-in-family","White","Male",0,0,40,"<=50K"
"10010",29,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,">50K"
"10011",39,5,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,65,"<=50K"
"10012",49,5,"11th","Divorced",8,"Unmarried","Black","Female",0,0,35,"<=50K"
"10013",35,5,"Some-college","Married-civ-spouse",4,"Husband","Black","Male",0,0,50,">50K"
"10014",31,5,"Some-college","Divorced",9,"Own-child","White","Female",0,0,20,"<=50K"
"10015",18,5,"Some-college","Never-married",7,"Own-child","White","Male",0,0,30,"<=50K"
"10016",43,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"10017",21,5,"Some-college","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"10018",18,NA,"Some-college","Never-married",NA,"Own-child","White","Male",0,0,40,"<=50K"
"10019",58,5,"11th","Married-civ-spouse",2,"Husband","White","Male",0,0,48,"<=50K"
"10020",36,5,"Masters","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"10021",38,5,"HS-grad","Married-civ-spouse",8,"Wife","White","Female",0,0,40,"<=50K"
"10022",19,5,"11th","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"10023",38,5,"Assoc-voc","Divorced",14,"Not-in-family","White","Female",0,0,36,"<=50K"
"10024",26,5,"Assoc-voc","Never-married",11,"Own-child","Other","Female",0,0,60,"<=50K"
"10025",38,5,"Assoc-acdm","Divorced",2,"Not-in-family","White","Female",0,0,16,"<=50K"
"10026",36,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"10027",40,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,45,">50K"
"10028",25,5,"Bachelors","Never-married",14,"Not-in-family","Black","Male",0,0,40,"<=50K"
"10029",41,5,"Bachelors","Married-civ-spouse",14,"Wife","White","Female",0,0,25,">50K"
"10030",33,5,"HS-grad","Never-married",13,"Not-in-family","White","Male",0,0,45,"<=50K"
"10031",63,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,16,"<=50K"
"10032",51,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"10033",34,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"10034",33,5,"Assoc-voc","Divorced",13,"Not-in-family","White","Male",0,0,40,"<=50K"
"10035",25,5,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"10036",30,7,"HS-grad","Never-married",13,"Unmarried","White","Male",0,0,66,"<=50K"
"10037",19,5,"Some-college","Never-married",2,"Own-child","White","Male",0,0,25,"<=50K"
"10038",47,5,"HS-grad","Married-civ-spouse",5,"Wife","White","Female",0,0,40,">50K"
"10039",26,5,"Bachelors","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"10040",21,8,"Some-college","Never-married",9,"Own-child","White","Female",0,0,14,"<=50K"
"10041",36,5,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,60,">50K"
"10042",60,5,"10th","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"10043",28,5,"HS-grad","Never-married",11,"Unmarried","Black","Male",0,0,40,"<=50K"
"10044",19,5,"HS-grad","Never-married",2,"Own-child","White","Female",0,0,14,"<=50K"
"10045",42,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,90,"<=50K"
"10046",36,5,"HS-grad","Separated",8,"Not-in-family","Black","Female",0,0,36,"<=50K"
"10047",35,5,"HS-grad","Married-civ-spouse",9,"Wife","White","Female",0,0,38,"<=50K"
"10048",22,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,25,"<=50K"
"10049",54,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"10050",36,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,45,"<=50K"
"10051",55,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,65,"<=50K"
